20260417_022834,27.1,73.4,61,166,0,0,0,0
20260417_022935,27.2,73.8,62,167,0,0,0,0
20260417_023035,27.2,74.2,62,168,0,0,0,0
20260417_023136,27.2,73.9,61,167,0,0,0,0
20260417_023237,27.2,73.3,62,165,0,0,0,0
20260417_023338,27.2,73.5,62,162,0,0,0,0
20260417_023438,27.2,73.8,61,162,0,0,0,0
20260417_023539,27.2,74,61,164,0,0,0,0
20260417_023640,27.2,74.2,61,165,0,0,0,0
20260417_023741,27.2,73.9,62,164,0,0,0,0
20260417_023842,27.2,73.4,61,165,0,0,0,0
20260417_023942,27.2,73.1,62,167,0,0,0,0
20260417_024043,27.2,73.7,61,168,0,0,0,0
20260417_024144,27.2,73.9,61,169,0,0,0,0
20260417_024244,27.2,73.9,62,169,0,0,0,0
20260417_024345,27.2,73.5,62,170,0,0,0,0
20260417_024446,27.2,73,62,173,0,0,0,0
20260417_024547,27.2,72.6,61,175,0,0,0,0
20260417_024647,27.2,72.5,62,175,0,0,0,0
20260417_024748,27.2,72.7,62,175,0,0,0,0
20260417_024849,27.2,73.2,61,175,0,0,0,0
20260417_024950,27.2,73.4,62,175,0,0,0,0
20260417_025051,27.2,72.8,61,175,0,0,0,0
20260417_025152,27.2,72.5,62,175,0,0,0,0
20260417_025252,27.2,72.2,61,179,0,0,0,0
20260417_025353,27.2,72.8,61,179,0,0,0,0
20260417_025454,27.2,73.3,62,180,0,0,0,0
20260417_025555,27.2,73.3,61,178,0,0,0,0
20260417_025656,27.2,72.5,62,176,0,0,0,0
20260417_025757,27.2,72.2,62,171,0,0,0,0
20260417_025858,27.2,72.1,62,164,0,0,0,0
20260417_025958,27.2,72.6,62,160,0,0,0,0
20260417_030037,27.2,72.8,61,158,0,0,0.0,0.0
20260417_030059,27.3,72.7,61,157,0,0,0,0
20260417_030200,27.3,72,61,158,0,0,0,0
20260417_030301,27.2,71.6,62,157,0,0,0,0
20260417_030402,27.3,71.7,62,157,0,0,0,0
20260417_030502,27.3,72.2,62,157,0,0,0,0
20260417_030603,27.2,72.2,62,157,0,0,0,0
20260417_030704,27.3,71.8,62,156,0,0,0,0
20260417_030804,27.3,71.3,62,153,0,0,0,0
20260417_030905,27.3,71.4,62,148,0,0,0,0
20260417_031006,27.3,71.6,62,146,0,0,0,0
20260417_031107,27.3,72,62,145,0,0,0,0
20260417_031207,27.3,71.7,62,147,0,0,0,0
20260417_031308,27.3,70.9,62,149,0,0,0,0
20260417_031409,27.3,71,61,149,0,0,0,0
20260417_031510,27.3,71.1,61,148,0,0,0,0
20260417_031610,27.3,71.5,62,148,0,0,0,0
20260417_031711,27.3,71.7,62,151,0,0,0,0
20260417_031812,27.3,71.1,61,153,0,0,0,0
20260417_031913,27.3,70.9,62,150,0,0,0,0
20260417_032013,27.3,71,61,146,0,0,0,0
20260417_032114,27.3,71.5,61,143,0,0,0,0
20260417_032215,27.3,71.8,61,141,0,0,0,0
20260417_032316,27.3,71.4,61,143,0,0,0,0
20260417_125418,100,99.9,62,143,0,0,0,0
20260417_125519,100,99.9,62,0,0,0,0,0
20260417_125620,100,99.9,62,0,0,0,0,0
20260417_125720,100,99.9,62,0,0,0,0,0
20260417_125821,100,99.9,62,0,0,0,0,0
20260417_125922,100,99.9,62,0,0,0,0,0
20260417_130023,100,99.9,62,0,0,0,0,0
20260417_130124,100,99.9,62,0,0,0,0,0
20260417_130225,100,99.9,62,0,0,0,0,0
20260417_130325,100,99.9,62,0,0,0,0,0
20260417_130507,100,99.9,62,0,0,0,0,0
20260417_130608,100,99.9,62,0,0,0,0,0
20260417_130709,100,99.9,62,0,0,0,0,0
20260417_130809,100,99.9,62,0,0,0,0,0
20260417_130910,100,99.9,62,0,0,0,0,0
20260417_131011,100,99.9,62,0,0,0,0,0
20260417_131112,100,99.9,62,0,0,0,0,0
20260418_002103,100,99.9,61,124,0,0,0,0
20260418_002204,100,99.9,62,124,0,0,0,0
20260418_002305,100,99.9,62,124,0,0,0,0
20260418_002407,100,99.9,62,126,0,0,0,0
20260418_002508,100,99.9,62,127,0,0,0,0
20260418_002653,100,99.9,62,126,0,0,0,0
20260418_002934,100,99.9,61,127,0,0,0,0
20260418_003035,100,99.9,62,128,0,0,0,0
20260418_003136,100,99.9,62,128,0,0,0,0
20260418_003237,100,99.9,61,128,0,0,0,0
20260418_003337,100,99.9,62,128,0,0,0,0
20260418_003438,100,99.9,62,128,0,0,0,0
20260418_003539,100,99.9,62,127,0,0,0,0
20260418_003640,100,99.9,62,128,0,0,0,0
20260418_003838,100,99.9,61,128,0,0,0,0
20260418_003939,100,99.9,62,129,0,0,0,0
20260418_004040,100,99.9,62,129,0,0,0,0
20260418_004140,100,99.9,62,128,0,0,0,0
20260418_004241,100,99.9,61,128,0,0,0,0
20260418_004423,100,99.9,62,136,0,0,0.0,0.0
20260418_004444,100,99.9,62,129,0,0,0.0,0.0
20260418_012126,100,99.9,62,134,0,0,0.0,0.0
20260418_012733,100,99.9,61,135,1.0,0.0,0.0,10.0
20260418_044028,100,99.9,62,290,0,0,0.0,0.0
20260418_050450,0,0,62,0,0,0,0.0,0.0
